id,user,date,pc,activity
D1181,U119,2024-01-02 08:26:33.890965,PC-119,Connect
D1182,U119,2024-01-02 08:39:33.890965,PC-119,Disconnect
D1189,U119,2024-01-02 11:52:33.890965,PC-119,Connect
D1190,U119,2024-01-02 11:59:33.890965,PC-119,Disconnect
D1191,U119,2024-01-02 12:27:33.890965,PC-119,Connect
D1192,U119,2024-01-02 12:46:33.890965,PC-119,Disconnect
D1205,U120,2024-01-02 12:57:30.076437,PC-120,Connect
D1206,U120,2024-01-02 13:17:30.076437,PC-120,Disconnect
D1224,U121,2024-01-02 11:18:38.679641,PC-121,Connect
D1225,U121,2024-01-02 11:42:38.679641,PC-121,Disconnect
D1237,U122,2024-01-02 12:04:06.701762,PC-122,Connect
D1238,U122,2024-01-02 12:21:06.701762,PC-122,Disconnect
D1242,U122,2024-01-02 14:02:06.701762,PC-122,Connect
D1243,U122,2024-01-02 14:20:06.701762,PC-122,Disconnect
D1277,U124,2024-01-02 14:28:19.859137,PC-124,Connect
D1278,U124,2024-01-02 14:40:19.859137,PC-124,Disconnect
D1279,U124,2024-01-02 15:27:19.859137,PC-124,Connect
D1280,U124,2024-01-02 15:35:19.859137,PC-124,Disconnect
D1282,U124,2024-01-02 16:53:19.859137,PC-124,Connect
D1311,U126,2024-01-02 16:54:04.775895,PC-126,Connect
D1312,U126,2024-01-02 17:01:04.775895,PC-126,Disconnect
D1380,U130,2024-01-02 15:07:37.844105,PC-130,Connect
D1381,U130,2024-01-02 15:21:37.844105,PC-130,Disconnect
D1413,U132,2024-01-02 13:30:55.230225,PC-132,Connect
D1414,U132,2024-01-02 13:41:55.230225,PC-132,Disconnect
D1419,U132,2024-01-02 16:29:55.230225,PC-132,Connect
D1420,U132,2024-01-02 16:54:55.230225,PC-132,Disconnect
D1461,U135,2024-01-02 09:44:54.117838,PC-135,Connect
D1462,U135,2024-01-02 10:14:54.117838,PC-135,Disconnect
D1484,U136,2024-01-02 13:17:32.560579,PC-136,Connect
D1485,U136,2024-01-02 13:32:32.560579,PC-136,Disconnect
D1502,U137,2024-01-02 15:11:27.130173,PC-137,Connect
D1503,U137,2024-01-02 15:38:27.130173,PC-137,Disconnect
D1519,U138,2024-01-02 13:17:45.363022,PC-138,Connect
D1520,U138,2024-01-02 13:27:45.363022,PC-138,Disconnect
D1534,U139,2024-01-02 13:45:34.597160,PC-139,Connect
D1535,U139,2024-01-02 14:13:34.597160,PC-139,Disconnect
D1570,U141,2024-01-02 16:58:08.881450,PC-141,Connect
D1571,U141,2024-01-02 17:16:08.881450,PC-141,Disconnect
D1573,U141,2024-01-02 17:26:08.881450,PC-141,Connect
D1574,U141,2024-01-02 17:39:08.881450,PC-141,Disconnect
D1590,U142,2024-01-02 15:27:18.960506,PC-142,Connect
D1591,U142,2024-01-02 15:34:18.960506,PC-142,Disconnect
D1612,U143,2024-01-02 15:48:28.563845,PC-143,Connect
D1626,U144,2024-01-02 13:33:58.402094,PC-144,Connect
D1627,U144,2024-01-02 14:02:58.402094,PC-144,Disconnect
D1638,U145,2024-01-02 12:32:54.365742,PC-145,Connect
D1639,U145,2024-01-02 12:56:54.365742,PC-145,Disconnect
D1641,U145,2024-01-02 13:17:54.365742,PC-145,Connect
D1642,U145,2024-01-02 13:42:54.365742,PC-145,Disconnect
D1705,U149,2024-01-02 09:10:50.970943,PC-149,Connect
D1706,U149,2024-01-02 09:40:50.970943,PC-149,Disconnect
D1712,U149,2024-01-02 12:21:50.970943,PC-149,Connect
D1713,U149,2024-01-02 12:41:50.970943,PC-149,Disconnect
D1746,U101,2024-01-03 10:48:09.231950,PC-101,Connect
D1747,U101,2024-01-03 10:54:09.231950,PC-101,Disconnect
D1785,U103,2024-01-03 13:55:27.323881,PC-103,Connect
D1786,U103,2024-01-03 14:19:27.323881,PC-103,Disconnect
D1819,U105,2024-01-03 12:52:13.134817,PC-105,Connect
D1820,U105,2024-01-03 13:08:13.134817,PC-105,Disconnect
D1860,U107,2024-01-03 14:27:36.763366,PC-107,Connect
D1861,U107,2024-01-03 14:41:36.763366,PC-107,Disconnect
D1887,U109,2024-01-03 09:17:34.630189,PC-109,Connect
D1888,U109,2024-01-03 09:47:34.630189,PC-109,Disconnect
D1902,U110,2024-01-03 11:14:57.196684,PC-110,Connect
D1903,U110,2024-01-03 11:31:57.196684,PC-110,Disconnect
D1940,U112,2024-01-03 08:19:51.136546,PC-112,Connect
D1941,U112,2024-01-03 08:27:51.136546,PC-112,Disconnect
D1968,U113,2024-01-03 13:28:41.201176,PC-113,Connect
D1969,U113,2024-01-03 13:49:41.201176,PC-113,Disconnect
D1982,U114,2024-01-03 10:05:17.823627,PC-114,Connect
D1983,U114,2024-01-03 10:29:17.823627,PC-114,Disconnect
D2046,U118,2024-01-03 13:52:22.990585,PC-118,Connect
D2047,U118,2024-01-03 14:22:22.990585,PC-118,Disconnect
D2085,U121,2024-01-03 09:35:13.461594,PC-121,Connect
D2086,U121,2024-01-03 09:48:13.461594,PC-121,Disconnect
D2156,U125,2024-01-03 13:17:00.570085,PC-125,Connect
D2157,U125,2024-01-03 13:42:00.570085,PC-125,Disconnect
D2175,U126,2024-01-03 14:09:09.702823,PC-126,Connect
D2176,U126,2024-01-03 14:37:09.702823,PC-126,Disconnect
D2180,U126,2024-01-03 16:12:09.702823,PC-126,Connect
D2181,U126,2024-01-03 16:24:09.702823,PC-126,Disconnect
D2183,U126,2024-01-03 17:07:09.702823,PC-126,Connect
D2184,U126,2024-01-03 17:15:09.702823,PC-126,Disconnect
D2200,U127,2024-01-03 15:30:18.700250,PC-127,Connect
D2201,U127,2024-01-03 15:49:18.700250,PC-127,Disconnect
D2209,U128,2024-01-03 11:12:18.023739,PC-128,Connect
D2210,U128,2024-01-03 11:23:18.023739,PC-128,Disconnect
D2220,U129,2024-01-03 09:11:00.774018,PC-129,Connect
D2221,U129,2024-01-03 09:19:00.774018,PC-129,Disconnect
D2232,U129,2024-01-03 14:50:00.774018,PC-129,Connect
D2233,U129,2024-01-03 15:11:00.774018,PC-129,Disconnect
D2244,U130,2024-01-03 11:48:58.272332,PC-130,Connect
D2245,U130,2024-01-03 12:05:58.272332,PC-130,Disconnect
D2249,U130,2024-01-03 14:06:58.272332,PC-130,Connect
D2250,U130,2024-01-03 14:13:58.272332,PC-130,Disconnect
D2275,U132,2024-01-03 11:04:55.342652,PC-132,Connect
D2276,U132,2024-01-03 11:09:55.342652,PC-132,Disconnect
D2278,U132,2024-01-03 12:03:55.342652,PC-132,Connect
D2279,U132,2024-01-03 12:17:55.342652,PC-132,Disconnect
D2301,U133,2024-01-03 15:21:53.152237,PC-133,Connect
D2302,U133,2024-01-03 15:27:53.152237,PC-133,Disconnect
D2362,U137,2024-01-03 15:26:21.134132,PC-137,Connect
D2372,U138,2024-01-03 12:12:53.928002,PC-138,Connect
D2373,U138,2024-01-03 12:23:53.928002,PC-138,Disconnect
D2382,U139,2024-01-03 09:18:02.336505,PC-139,Connect
D2383,U139,2024-01-03 09:29:02.336505,PC-139,Disconnect
D2426,U141,2024-01-03 15:04:01.485774,PC-141,Connect
D2427,U141,2024-01-03 15:26:01.485774,PC-141,Disconnect
D2462,U143,2024-01-03 14:30:16.356834,PC-143,Connect
D2463,U143,2024-01-03 14:49:16.356834,PC-143,Disconnect
D2491,U145,2024-01-03 13:28:31.236590,PC-145,Connect
D2492,U145,2024-01-03 13:41:31.236590,PC-145,Disconnect
D2508,U146,2024-01-03 13:20:52.896053,PC-146,Connect
D2509,U146,2024-01-03 13:42:52.896053,PC-146,Disconnect
D2512,U146,2024-01-03 14:48:52.896053,PC-146,Connect
D2513,U146,2024-01-03 14:53:52.896053,PC-146,Disconnect
D2515,U146,2024-01-03 15:52:52.896053,PC-146,Connect
D2516,U146,2024-01-03 15:59:52.896053,PC-146,Disconnect
D2517,U146,2024-01-03 16:28:52.896053,PC-146,Connect
D2518,U146,2024-01-03 16:46:52.896053,PC-146,Disconnect
D2529,U147,2024-01-03 10:44:43.913761,PC-147,Connect
D2530,U147,2024-01-03 10:50:43.913761,PC-147,Disconnect
D2559,U149,2024-01-03 12:13:34.828461,PC-149,Connect
D2560,U149,2024-01-03 12:25:34.828461,PC-149,Disconnect
D2565,U149,2024-01-03 15:23:34.828461,PC-149,Connect
D2566,U149,2024-01-03 15:47:34.828461,PC-149,Disconnect
D2584,U101,2024-01-04 08:07:39.119655,PC-101,Connect
D2585,U101,2024-01-04 08:20:39.119655,PC-101,Disconnect
D2622,U103,2024-01-04 08:30:11.232916,PC-103,Connect
D2623,U103,2024-01-04 08:48:11.232916,PC-103,Disconnect
D2641,U103,2024-01-04 16:52:11.232916,PC-103,Connect
D2650,U104,2024-01-04 13:07:01.189113,PC-104,Connect
D2651,U104,2024-01-04 13:31:01.189113,PC-104,Disconnect
D2673,U105,2024-01-04 14:45:46.192246,PC-105,Connect
D2674,U105,2024-01-04 14:56:46.192246,PC-105,Disconnect
D2739,U110,2024-01-04 10:36:19.387110,PC-110,Connect
D2740,U110,2024-01-04 10:56:19.387110,PC-110,Disconnect
D2743,U110,2024-01-04 11:49:19.387110,PC-110,Connect
D2744,U110,2024-01-04 12:08:19.387110,PC-110,Disconnect
D2761,U111,2024-01-04 10:48:01.747440,PC-111,Connect
D2762,U111,2024-01-04 10:58:01.747440,PC-111,Disconnect
D2768,U111,2024-01-04 13:55:01.747440,PC-111,Connect
D2769,U111,2024-01-04 14:07:01.747440,PC-111,Disconnect
D2788,U112,2024-01-04 15:38:26.494697,PC-112,Connect
D2822,U115,2024-01-04 10:07:31.108596,PC-115,Connect
D2823,U115,2024-01-04 10:31:31.108596,PC-115,Disconnect
D2878,U118,2024-01-04 11:52:10.509386,PC-118,Connect
D2879,U118,2024-01-04 11:58:10.509386,PC-118,Disconnect
D2920,U121,2024-01-04 08:15:59.966692,PC-121,Connect
D2921,U121,2024-01-04 08:42:59.966692,PC-121,Disconnect
D2976,U124,2024-01-04 15:48:34.927886,PC-124,Connect
D2977,U124,2024-01-04 15:55:34.927886,PC-124,Disconnect
D3054,U129,2024-01-04 14:17:28.067169,PC-129,Connect
D3055,U129,2024-01-04 14:38:28.067169,PC-129,Disconnect
D3063,U130,2024-01-04 10:11:47.539857,PC-130,Connect
D3064,U130,2024-01-04 10:23:47.539857,PC-130,Disconnect
D3068,U130,2024-01-04 12:20:47.539857,PC-130,Connect
D3069,U130,2024-01-04 12:36:47.539857,PC-130,Disconnect
D3088,U131,2024-01-04 12:50:50.856903,PC-131,Connect
D3089,U131,2024-01-04 13:11:50.856903,PC-131,Disconnect
D3099,U132,2024-01-04 09:29:45.912826,PC-132,Connect
D3100,U132,2024-01-04 09:36:45.912826,PC-132,Disconnect
D3101,U132,2024-01-04 09:53:45.912826,PC-132,Connect
D3102,U132,2024-01-04 10:00:45.912826,PC-132,Disconnect
D3126,U133,2024-01-04 14:30:55.138162,PC-133,Connect
D3127,U133,2024-01-04 14:58:55.138162,PC-133,Disconnect
D3151,U135,2024-01-04 11:17:35.639312,PC-135,Connect
D3152,U135,2024-01-04 11:23:35.639312,PC-135,Disconnect
D3161,U135,2024-01-04 16:28:35.639312,PC-135,Connect
D3162,U135,2024-01-04 16:40:35.639312,PC-135,Disconnect
D3178,U136,2024-01-04 15:27:31.332594,PC-136,Connect
D3179,U136,2024-01-04 15:55:31.332594,PC-136,Disconnect
D3223,U139,2024-01-04 14:00:02.724576,PC-139,Connect
D3224,U139,2024-01-04 14:28:02.724576,PC-139,Disconnect
D3241,U140,2024-01-04 11:16:11.816752,PC-140,Connect
D3242,U140,2024-01-04 11:33:11.816752,PC-140,Disconnect
D3258,U141,2024-01-04 10:27:35.646565,PC-141,Connect
D3259,U141,2024-01-04 10:38:35.646565,PC-141,Disconnect
D3335,U145,2024-01-04 12:41:24.125886,PC-145,Connect
D3336,U145,2024-01-04 12:51:24.125886,PC-145,Disconnect
D3348,U146,2024-01-04 09:08:07.008813,PC-146,Connect
D3349,U146,2024-01-04 09:33:07.008813,PC-146,Disconnect
D3370,U147,2024-01-04 10:38:15.301995,PC-147,Connect
D3371,U147,2024-01-04 11:08:15.301995,PC-147,Disconnect
D3423,U100,2024-01-05 14:40:19.297691,PC-100,Connect
D3424,U100,2024-01-05 14:57:19.297691,PC-100,Disconnect
D3437,U101,2024-01-05 13:43:56.014857,PC-101,Connect
D3438,U101,2024-01-05 13:59:56.014857,PC-101,Disconnect
D3440,U101,2024-01-05 14:49:56.014857,PC-101,Connect
D3441,U101,2024-01-05 15:12:56.014857,PC-101,Disconnect
D3513,U105,2024-01-05 13:13:32.621340,PC-105,Connect
D3514,U105,2024-01-05 13:28:32.621340,PC-105,Disconnect
D3542,U107,2024-01-05 09:50:18.873563,PC-107,Connect
D3543,U107,2024-01-05 10:16:18.873563,PC-107,Disconnect
D3544,U107,2024-01-05 10:11:18.873563,PC-107,Connect
D3545,U107,2024-01-05 10:18:18.873563,PC-107,Disconnect
D3552,U107,2024-01-05 13:38:18.873563,PC-107,Connect
D3553,U107,2024-01-05 13:44:18.873563,PC-107,Disconnect
D3579,U109,2024-01-05 10:05:53.543177,PC-109,Connect
D3580,U109,2024-01-05 10:12:53.543177,PC-109,Disconnect
D3596,U110,2024-01-05 11:14:06.314038,PC-110,Connect
D3597,U110,2024-01-05 11:40:06.314038,PC-110,Disconnect
D3652,U113,2024-01-05 13:03:52.243559,PC-113,Connect
D3653,U113,2024-01-05 13:16:52.243559,PC-113,Disconnect
D3655,U113,2024-01-05 14:37:52.243559,PC-113,Connect
D3656,U113,2024-01-05 15:04:52.243559,PC-113,Disconnect
D3657,U113,2024-01-05 15:25:52.243559,PC-113,Connect
D3658,U113,2024-01-05 15:33:52.243559,PC-113,Disconnect
D3679,U115,2024-01-05 09:16:01.151773,PC-115,Connect
D3680,U115,2024-01-05 09:25:01.151773,PC-115,Disconnect
D3687,U115,2024-01-05 14:00:01.151773,PC-115,Connect
D3688,U115,2024-01-05 14:06:01.151773,PC-115,Disconnect
D3760,U119,2024-01-05 17:47:52.574198,PC-119,Connect
D3761,U119,2024-01-05 18:11:52.574198,PC-119,Disconnect
D3773,U120,2024-01-05 13:16:41.784291,PC-120,Connect
D3774,U120,2024-01-05 13:41:41.784291,PC-120,Disconnect
D3777,U120,2024-01-05 14:11:41.784291,PC-120,Connect
D3778,U120,2024-01-05 14:32:41.784291,PC-120,Disconnect
D3803,U122,2024-01-05 13:49:55.343408,PC-122,Connect
D3804,U122,2024-01-05 14:11:55.343408,PC-122,Disconnect
D3900,U128,2024-01-05 11:10:41.291080,PC-128,Connect
D3901,U128,2024-01-05 11:38:41.291080,PC-128,Disconnect
D3909,U128,2024-01-05 15:24:41.291080,PC-128,Connect
D3910,U128,2024-01-05 15:54:41.291080,PC-128,Disconnect
D3912,U128,2024-01-05 16:00:41.291080,PC-128,Connect
D3913,U128,2024-01-05 16:12:41.291080,PC-128,Disconnect
D3937,U130,2024-01-05 11:32:35.290171,PC-130,Connect
D3938,U130,2024-01-05 11:59:35.290171,PC-130,Disconnect
D3984,U133,2024-01-05 09:39:43.117041,PC-133,Connect
D3985,U133,2024-01-05 10:07:43.117041,PC-133,Disconnect
D3999,U133,2024-01-05 15:47:43.117041,PC-133,Connect
D4000,U133,2024-01-05 16:01:43.117041,PC-133,Disconnect
D4024,U135,2024-01-05 13:01:58.457785,PC-135,Connect
D4025,U135,2024-01-05 13:19:58.457785,PC-135,Disconnect
D4046,U136,2024-01-05 13:52:45.658982,PC-136,Connect
D4047,U136,2024-01-05 14:05:45.658982,PC-136,Disconnect
D4121,U141,2024-01-05 15:50:02.066065,PC-141,Connect
D4141,U143,2024-01-05 12:13:05.932053,PC-143,Connect
D4142,U143,2024-01-05 12:40:05.932053,PC-143,Disconnect
D4165,U144,2024-01-05 15:34:15.234779,PC-144,Connect
D4166,U144,2024-01-05 16:00:15.234779,PC-144,Disconnect
D4192,U146,2024-01-05 11:24:13.617426,PC-146,Connect
D4193,U146,2024-01-05 11:38:13.617426,PC-146,Disconnect
D4231,U149,2024-01-05 11:23:40.643142,PC-149,Connect
D4232,U149,2024-01-05 11:32:40.643142,PC-149,Disconnect
D4251,U100,2024-01-08 13:24:36.951060,PC-100,Connect
D4252,U100,2024-01-08 13:41:36.951060,PC-100,Disconnect
D4293,U103,2024-01-08 10:32:35.984568,PC-103,Connect
D4294,U103,2024-01-08 10:56:35.984568,PC-103,Disconnect
D4310,U104,2024-01-08 09:16:42.069659,PC-104,Connect
D4311,U104,2024-01-08 09:33:42.069659,PC-104,Disconnect
D4313,U104,2024-01-08 09:53:42.069659,PC-104,Connect
D4314,U104,2024-01-08 10:05:42.069659,PC-104,Disconnect
D4344,U106,2024-01-08 09:52:37.794484,PC-106,Connect
D4345,U106,2024-01-08 10:06:37.794484,PC-106,Disconnect
D4360,U107,2024-01-08 09:44:51.749729,PC-107,Connect
D4361,U107,2024-01-08 09:55:51.749729,PC-107,Disconnect
D4392,U109,2024-01-08 11:11:47.641997,PC-109,Connect
D4393,U109,2024-01-08 11:32:47.641997,PC-109,Disconnect
D4394,U109,2024-01-08 11:22:47.641997,PC-109,Connect
D4395,U109,2024-01-08 11:36:47.641997,PC-109,Disconnect
D4403,U109,2024-01-08 16:18:47.641997,PC-109,Connect
D4404,U109,2024-01-08 16:44:47.641997,PC-109,Disconnect
D4456,U112,2024-01-08 15:48:05.937704,PC-112,Connect
D4469,U113,2024-01-08 14:54:23.102301,PC-113,Connect
D4470,U113,2024-01-08 15:09:23.102301,PC-113,Disconnect
D4482,U114,2024-01-08 12:41:45.633174,PC-114,Connect
D4483,U114,2024-01-08 13:01:45.633174,PC-114,Disconnect
D4511,U115,2024-01-08 17:22:06.825634,PC-115,Connect
D4512,U115,2024-01-08 17:31:06.825634,PC-115,Disconnect
D4526,U116,2024-01-08 13:35:04.792254,PC-116,Connect
D4527,U116,2024-01-08 14:05:04.792254,PC-116,Disconnect
D4535,U117,2024-01-08 10:15:13.829524,PC-117,Connect
D4536,U117,2024-01-08 10:24:13.829524,PC-117,Disconnect
D4562,U118,2024-01-08 16:28:17.879255,PC-118,Connect
D4603,U121,2024-01-08 10:30:32.706124,PC-121,Connect
D4604,U121,2024-01-08 10:36:32.706124,PC-121,Disconnect
D4639,U123,2024-01-08 11:33:30.704733,PC-123,Connect
D4640,U123,2024-01-08 11:48:30.704733,PC-123,Disconnect
D4661,U124,2024-01-08 12:51:29.702927,PC-124,Connect
D4662,U124,2024-01-08 13:15:29.702927,PC-124,Disconnect
D4688,U126,2024-01-08 13:26:15.274280,PC-126,Connect
D4689,U126,2024-01-08 13:33:15.274280,PC-126,Disconnect
D4722,U128,2024-01-08 14:09:18.034215,PC-128,Connect
D4723,U128,2024-01-08 14:32:18.034215,PC-128,Disconnect
D4725,U128,2024-01-08 15:30:18.034215,PC-128,Connect
D4759,U131,2024-01-08 12:22:17.560793,PC-131,Connect
D4760,U131,2024-01-08 12:46:17.560793,PC-131,Disconnect
D4768,U131,2024-01-08 16:36:17.560793,PC-131,Connect
D4780,U132,2024-01-08 11:37:05.638871,PC-132,Connect
D4781,U132,2024-01-08 11:44:05.638871,PC-132,Disconnect
D4797,U133,2024-01-08 14:20:56.410603,PC-133,Connect
D4798,U133,2024-01-08 14:33:56.410603,PC-133,Disconnect
D4827,U135,2024-01-08 14:03:58.269416,PC-135,Connect
D4828,U135,2024-01-08 14:08:58.269416,PC-135,Disconnect
D4831,U135,2024-01-08 15:11:58.269416,PC-135,Connect
D4832,U135,2024-01-08 15:18:58.269416,PC-135,Disconnect
D4839,U136,2024-01-08 09:08:23.256318,PC-136,Connect
D4840,U136,2024-01-08 09:29:23.256318,PC-136,Disconnect
D4849,U136,2024-01-08 13:23:23.256318,PC-136,Connect
D4850,U136,2024-01-08 13:49:23.256318,PC-136,Disconnect
D4861,U137,2024-01-08 10:51:46.166809,PC-137,Connect
D4862,U137,2024-01-08 11:03:46.166809,PC-137,Disconnect
D4867,U137,2024-01-08 13:06:46.166809,PC-137,Connect
D4868,U137,2024-01-08 13:18:46.166809,PC-137,Disconnect
D4873,U137,2024-01-08 16:23:46.166809,PC-137,Connect
D4874,U137,2024-01-08 16:31:46.166809,PC-137,Disconnect
D4899,U139,2024-01-08 11:36:51.720298,PC-139,Connect
D4900,U139,2024-01-08 11:57:51.720298,PC-139,Disconnect
D4913,U140,2024-01-08 09:22:16.537691,PC-140,Connect
D4914,U140,2024-01-08 09:30:16.537691,PC-140,Disconnect
D4915,U140,2024-01-08 09:47:16.537691,PC-140,Connect
D4916,U140,2024-01-08 10:03:16.537691,PC-140,Disconnect
D4920,U140,2024-01-08 12:13:16.537691,PC-140,Connect
D4921,U140,2024-01-08 12:25:16.537691,PC-140,Disconnect
D4937,U141,2024-01-08 12:23:26.252165,PC-141,Connect
D4938,U141,2024-01-08 12:32:26.252165,PC-141,Disconnect
