id,user,date,pc,filename,activity,to_removable_media
F891,U101,2024-01-02 13:55:36.689920,PC-101,boy.pages,Edit,False
F893,U101,2024-01-02 15:07:36.689920,PC-101,recent.xls,Edit,False
F895,U101,2024-01-02 16:33:36.689920,PC-101,behind.pptx,Open,False
F908,U102,2024-01-02 13:09:17.294158,PC-102,exist.odp,Open,False
F911,U102,2024-01-02 14:33:17.294158,PC-102,activity.pdf,Open,False
F912,U102,2024-01-02 14:56:17.294158,PC-102,long.ods,Open,False
F916,U103,2024-01-02 09:38:38.381892,PC-103,ask.ppt,Open,False
F918,U103,2024-01-02 10:52:38.381892,PC-103,fall.pdf,Edit,False
F919,U103,2024-01-02 11:25:38.381892,PC-103,cause.ppt,Open,False
F924,U103,2024-01-02 14:46:38.381892,PC-103,maybe.ppt,Edit,False
F925,U103,2024-01-02 15:11:38.381892,PC-103,soldier.key,Edit,False
F929,U104,2024-01-02 09:41:26.555730,PC-104,next.pptx,Open,False
F931,U104,2024-01-02 11:34:26.555730,PC-104,similar.xlsx,Edit,False
F934,U104,2024-01-02 12:30:26.555730,PC-104,per.numbers,Open,False
F936,U104,2024-01-02 13:57:26.555730,PC-104,share.xlsx,Open,False
F950,U105,2024-01-02 11:41:16.644826,PC-105,listen.pdf,Open,False
F952,U105,2024-01-02 13:19:16.644826,PC-105,into.doc,Open,False
F959,U106,2024-01-02 08:36:18.018653,PC-106,successful.pages,Open,False
F964,U106,2024-01-02 11:14:18.018653,PC-106,chance.ppt,Open,False
F965,U106,2024-01-02 11:53:18.018653,PC-106,just.pdf,Open,False
F969,U106,2024-01-02 14:22:18.018653,PC-106,next.docx,Open,False
F981,U107,2024-01-02 12:55:38.463422,PC-107,vote.odt,Open,False
F986,U107,2024-01-02 14:16:38.463422,PC-107,family.ods,Open,False
F987,U107,2024-01-02 14:41:38.463422,PC-107,show.doc,Open,False
F998,U108,2024-01-02 12:51:06.767624,PC-108,into.key,Open,False
F1003,U108,2024-01-02 15:04:06.767624,PC-108,security.ods,Open,False
F1008,U109,2024-01-02 10:14:07.181616,PC-109,hand.ods,Open,False
F1012,U109,2024-01-02 12:11:07.181616,PC-109,choose.doc,Edit,False
F1014,U109,2024-01-02 13:17:07.181616,PC-109,free.doc,Open,False
F1017,U109,2024-01-02 15:08:07.181616,PC-109,without.ods,Open,False
F1020,U109,2024-01-02 16:56:07.181616,PC-109,successful.xls,Edit,False
F1021,U109,2024-01-02 17:25:07.181616,PC-109,shoulder.pages,Open,False
F1024,U110,2024-01-02 08:51:06.574354,PC-110,ground.ods,Open,False
F1032,U110,2024-01-02 14:16:06.574354,PC-110,who.numbers,Open,False
F1035,U110,2024-01-02 16:42:06.574354,PC-110,military.odp,Open,False
F1039,U111,2024-01-02 09:35:48.100503,PC-111,marriage.numbers,Edit,False
F1040,U111,2024-01-02 10:23:48.100503,PC-111,ready.docx,Open,False
F1041,U111,2024-01-02 11:21:48.100503,PC-111,walk.numbers,Open,False
F1042,U111,2024-01-02 11:34:48.100503,PC-111,key.ppt,Open,False
F1043,U111,2024-01-02 12:19:48.100503,PC-111,million.xls,Open,False
F1047,U111,2024-01-02 13:23:48.100503,PC-111,significant.odp,Edit,False
F1050,U111,2024-01-02 15:24:48.100503,PC-111,production.pdf,Open,False
F1052,U111,2024-01-02 16:43:48.100503,PC-111,certain.doc,Open,False
F1053,U111,2024-01-02 16:56:48.100503,PC-111,father.odp,Open,False
F1054,U111,2024-01-02 17:06:48.100503,PC-111,start.pptx,Open,False
F1062,U112,2024-01-02 07:52:25.128101,PC-112,clear.xlsx,Open,False
F1063,U112,2024-01-02 08:14:25.128101,PC-112,do.odp,Open,False
F1067,U112,2024-01-02 10:45:25.128101,PC-112,animal.ppt,Open,False
F1077,U113,2024-01-02 10:18:42.289417,PC-113,right.ppt,Open,False
F1080,U113,2024-01-02 12:57:42.289417,PC-113,ground.xlsx,Open,False
F1088,U113,2024-01-02 16:33:42.289417,PC-113,identify.docx,Open,False
F1099,U114,2024-01-02 11:06:21.494421,PC-114,huge.pptx,Open,False
F1106,U114,2024-01-02 14:11:21.494421,PC-114,hand.xlsx,Open,False
F1108,U114,2024-01-02 15:10:21.494421,PC-114,record.odt,Open,False
F1114,U115,2024-01-02 09:27:17.605481,PC-115,throughout.xlsx,Open,False
F1118,U115,2024-01-02 12:23:17.605481,PC-115,industry.docx,Open,False
F1122,U115,2024-01-02 15:07:17.605481,PC-115,quite.doc,Open,False
F1123,U115,2024-01-02 15:58:17.605481,PC-115,already.pages,Open,False
F1131,U116,2024-01-02 10:40:15.813027,PC-116,source.numbers,Open,False
F1132,U116,2024-01-02 10:58:15.813027,PC-116,throw.xls,Edit,False
F1133,U116,2024-01-02 11:31:15.813027,PC-116,rich.pages,Open,False
F1141,U116,2024-01-02 15:46:15.813027,PC-116,hope.xlsx,Open,False
F1142,U116,2024-01-02 16:32:15.813027,PC-116,return.pages,Open,False
F1144,U116,2024-01-02 17:07:15.813027,PC-116,area.doc,Open,False
F1152,U117,2024-01-02 12:13:14.658163,PC-117,mind.ods,Open,False
F1157,U117,2024-01-02 14:47:14.658163,PC-117,similar.key,Open,False
F1161,U117,2024-01-02 17:02:14.658163,PC-117,player.numbers,Open,False
F1163,U117,2024-01-02 18:37:14.658163,PC-117,decision.odp,Edit,False
F1170,U118,2024-01-02 11:22:17.553221,PC-118,necessary.xlsx,Edit,False
F1172,U118,2024-01-02 12:39:17.553221,PC-118,admit.odp,Open,False
F1173,U118,2024-01-02 12:55:17.553221,PC-118,sit.docx,Open,False
F1185,U119,2024-01-02 09:39:33.890965,PC-119,must.ods,Open,False
F1187,U119,2024-01-02 10:48:33.890965,PC-119,wrong.pages,Open,False
F1193,U119,2024-01-02 13:21:33.890965,PC-119,realize.key,Open,False
F1194,U119,2024-01-02 13:49:33.890965,PC-119,catch.ods,Open,False
F1201,U120,2024-01-02 11:23:30.076437,PC-120,TV.key,Open,False
F1209,U120,2024-01-02 14:37:30.076437,PC-120,yet.pptx,Open,False
F1210,U120,2024-01-02 15:13:30.076437,PC-120,level.doc,Open,False
F1215,U120,2024-01-02 16:49:30.076437,PC-120,station.pdf,Edit,False
F1219,U121,2024-01-02 08:23:38.679641,PC-121,near.ppt,Open,False
F1220,U121,2024-01-02 09:06:38.679641,PC-121,sometimes.pptx,Open,False
F1221,U121,2024-01-02 09:44:38.679641,PC-121,collection.numbers,Edit,False
F1234,U122,2024-01-02 10:07:06.701762,PC-122,house.ppt,Open,False
F1235,U122,2024-01-02 10:33:06.701762,PC-122,financial.ppt,Open,False
F1240,U122,2024-01-02 13:26:06.701762,PC-122,station.pptx,Open,False
F1241,U122,2024-01-02 13:37:06.701762,PC-122,may.odt,Open,False
F1248,U122,2024-01-02 16:17:06.701762,PC-122,number.docx,Open,False
F1254,U123,2024-01-02 11:07:54.009302,PC-123,movie.ods,Open,False
F1258,U123,2024-01-02 13:24:54.009302,PC-123,explain.ods,Open,False
F1262,U123,2024-01-02 15:11:54.009302,PC-123,young.numbers,Edit,False
F1269,U124,2024-01-02 10:49:19.859137,PC-124,him.ods,Edit,False
F1275,U124,2024-01-02 13:06:19.859137,PC-124,beat.pptx,Open,False
F1285,U125,2024-01-02 09:28:11.797203,PC-125,stand.docx,Edit,False
F1287,U125,2024-01-02 10:59:11.797203,PC-125,popular.ppt,Open,False
F1288,U125,2024-01-02 11:39:11.797203,PC-125,lay.numbers,Open,False
F1291,U125,2024-01-02 14:14:11.797203,PC-125,author.key,Open,False
F1292,U125,2024-01-02 14:58:11.797203,PC-125,strategy.pages,Edit,False
F1294,U125,2024-01-02 16:32:11.797203,PC-125,somebody.numbers,Open,False
F1299,U126,2024-01-02 11:28:04.775895,PC-126,guy.odt,Edit,False
F1301,U126,2024-01-02 12:43:04.775895,PC-126,authority.pdf,Open,False
F1302,U126,2024-01-02 13:10:04.775895,PC-126,current.pptx,Edit,False
F1303,U126,2024-01-02 13:15:04.775895,PC-126,maybe.numbers,Open,False
F1305,U126,2024-01-02 14:18:04.775895,PC-126,government.pages,Open,False
F1307,U126,2024-01-02 14:57:04.775895,PC-126,surface.pptx,Open,False
F1308,U126,2024-01-02 15:11:04.775895,PC-126,how.key,Open,False
F1309,U126,2024-01-02 16:03:04.775895,PC-126,instead.xlsx,Edit,False
F1317,U127,2024-01-02 09:33:48.204973,PC-127,theory.doc,Open,False
F1318,U127,2024-01-02 09:58:48.204973,PC-127,certain.numbers,Edit,False
F1321,U127,2024-01-02 12:16:48.204973,PC-127,source.doc,Edit,False
F1322,U127,2024-01-02 12:26:48.204973,PC-127,people.pages,Open,False
F1326,U127,2024-01-02 13:44:48.204973,PC-127,institution.pages,Open,False
F1330,U127,2024-01-02 15:36:48.204973,PC-127,bar.numbers,Open,False
F1338,U128,2024-01-02 09:25:03.641765,PC-128,professional.pages,Open,False
F1339,U128,2024-01-02 09:37:03.641765,PC-128,player.pdf,Open,False
F1342,U128,2024-01-02 11:24:03.641765,PC-128,middle.pages,Open,False
F1347,U128,2024-01-02 13:39:03.641765,PC-128,position.odt,Open,False
F1348,U128,2024-01-02 14:09:03.641765,PC-128,to.pdf,Open,False
F1350,U128,2024-01-02 15:10:03.641765,PC-128,lay.key,Edit,False
F1356,U129,2024-01-02 08:51:59.786129,PC-129,general.xls,Edit,False
F1368,U129,2024-01-02 16:45:59.786129,PC-129,economic.ppt,Open,False
F1371,U130,2024-01-02 09:12:37.844105,PC-130,later.key,Open,False
F1376,U130,2024-01-02 12:31:37.844105,PC-130,language.xlsx,Open,False
F1377,U130,2024-01-02 13:01:37.844105,PC-130,police.xls,Open,False
F1379,U130,2024-01-02 14:36:37.844105,PC-130,let.ods,Open,False
F1384,U130,2024-01-02 16:04:37.844105,PC-130,how.ppt,Open,False
F1385,U130,2024-01-02 17:00:37.844105,PC-130,police.odp,Edit,False
F1388,U131,2024-01-02 07:48:32.702916,PC-131,away.ods,Edit,False
F1392,U131,2024-01-02 10:04:32.702916,PC-131,risk.numbers,Open,False
F1397,U131,2024-01-02 12:53:32.702916,PC-131,peace.odt,Open,False
F1400,U131,2024-01-02 15:09:32.702916,PC-131,network.odt,Open,False
F1401,U131,2024-01-02 15:21:32.702916,PC-131,real.odt,Open,False
F1402,U131,2024-01-02 15:59:32.702916,PC-131,significant.ppt,Open,False
F1405,U132,2024-01-02 09:30:55.230225,PC-132,conference.odt,Edit,False
F1409,U132,2024-01-02 12:24:55.230225,PC-132,analysis.pdf,Open,False
F1410,U132,2024-01-02 12:44:55.230225,PC-132,development.docx,Open,False
F1412,U132,2024-01-02 13:09:55.230225,PC-132,reduce.pptx,Open,False
F1416,U132,2024-01-02 14:29:55.230225,PC-132,agree.xls,Open,False
F1418,U132,2024-01-02 15:36:55.230225,PC-132,surface.doc,Open,False
F1423,U132,2024-01-02 17:48:55.230225,PC-132,concern.ods,Open,False
F1435,U133,2024-01-02 14:14:45.529392,PC-133,develop.key,Open,False
F1440,U134,2024-01-02 08:22:09.986633,PC-134,sometimes.pptx,Edit,False
F1441,U134,2024-01-02 08:59:09.986633,PC-134,include.odt,Open,False
F1444,U134,2024-01-02 10:06:09.986633,PC-134,she.pptx,Edit,False
F1445,U134,2024-01-02 10:39:09.986633,PC-134,blue.pages,Open,False
F1446,U134,2024-01-02 10:46:09.986633,PC-134,stock.numbers,Open,False
F1448,U134,2024-01-02 11:22:09.986633,PC-134,rate.odp,Edit,False
